"anio","pais","iso3","pib_per_capita_ppa_porcentaje_eeuu"
1951,"Brasil","BRA",14.1333333333333
1952,"Brasil","BRA",14.4551204086597
1953,"Brasil","BRA",14.2933144174499
1954,"Brasil","BRA",15.328246124031
1955,"Brasil","BRA",15.4001151410478
1956,"Brasil","BRA",15.3589699373455
1957,"Brasil","BRA",16.0461909686315
1958,"Brasil","BRA",17.7327983004839
1959,"Brasil","BRA",17.8826815642458
1960,"Brasil","BRA",18.8181868527441
1961,"Brasil","BRA",19.7248968363136
1962,"Brasil","BRA",19.556281618887
1963,"Brasil","BRA",18.5661576304192
1964,"Brasil","BRA",17.8634577603143
1965,"Brasil","BRA",16.9097709209911
1966,"Brasil","BRA",16.6318966665187
1967,"Brasil","BRA",16.6141318623588
1968,"Brasil","BRA",17.0950994048373
1969,"Brasil","BRA",17.8259971068403
1970,"Brasil","BRA",19.3463561232156
1971,"Brasil","BRA",20.5952283348364
1972,"Brasil","BRA",21.5629180766507
1973,"Brasil","BRA",22.8779790993158
1974,"Brasil","BRA",24.4084303431484
1975,"Brasil","BRA",25.3582986592695
1976,"Brasil","BRA",26.1623179835908
1977,"Brasil","BRA",25.8847898289347
1978,"Brasil","BRA",25.3534111862323
1979,"Brasil","BRA",25.8305786503723
1980,"Brasil","BRA",27.8578906487454
1981,"Brasil","BRA",25.6487889273356
1982,"Brasil","BRA",25.9739815131804
1983,"Brasil","BRA",23.8842098282379
1984,"Brasil","BRA",23.1886768923806
1985,"Brasil","BRA",23.8076492141841
1986,"Brasil","BRA",24.4638109305761
1987,"Brasil","BRA",24.1923409156349
1988,"Brasil","BRA",22.9484426846611
1989,"Brasil","BRA",22.6711285232343
1990,"Brasil","BRA",21.2049104969985
1991,"Brasil","BRA",21.6324530822644
1992,"Brasil","BRA",20.9794079479756
1993,"Brasil","BRA",21.6258039466634
1994,"Brasil","BRA",22.2012175742619
1995,"Brasil","BRA",22.7254435933431
1996,"Brasil","BRA",22.5783096576726
1997,"Brasil","BRA",22.553557599457
1998,"Brasil","BRA",21.8679005943321
1999,"Brasil","BRA",21.1813329186306
2000,"Brasil","BRA",21.4320786276859
2001,"Brasil","BRA",21.6951643449295
2002,"Brasil","BRA",22.1436981713943
2003,"Brasil","BRA",21.9572424547808
2004,"Brasil","BRA",22.580009472766
2005,"Brasil","BRA",22.7687565091324
2006,"Brasil","BRA",23.3048887988019
2007,"Brasil","BRA",24.5571275424148
2008,"Brasil","BRA",26.1836219283507
2009,"Brasil","BRA",27.2034941432684
2010,"Brasil","BRA",28.8542774246453
2011,"Brasil","BRA",29.8560644187217
2012,"Brasil","BRA",29.7356828193833
2013,"Brasil","BRA",30.0926016947486
2014,"Brasil","BRA",29.5331371941778
2015,"Brasil","BRA",30.0926013956761
2016,"Brasil","BRA",26.1680656417995
2017,"Brasil","BRA",25.8325792116107
2018,"Brasil","BRA",25.3612210088818
2019,"Brasil","BRA",25.0883748430248
2020,"Brasil","BRA",25.0463217783471
2021,"Brasil","BRA",24.7706594219436
2022,"Brasil","BRA",24.9369226840191
1900,"Canadá","CAN",57.7288820782079
1901,"Canadá","CAN",56.2918534548261
1902,"Canadá","CAN",61.145331513636
1903,"Canadá","CAN",59.4317545855502
1904,"Canadá","CAN",60.3440227975748
1905,"Canadá","CAN",62.2496802002164
1906,"Canadá","CAN",61.4221514610536
1907,"Canadá","CAN",62.0770080510171
1908,"Canadá","CAN",63.4359979727282
1909,"Canadá","CAN",62.634476294838
1910,"Canadá","CAN",67.2527355558507
1911,"Canadá","CAN",68.9716142976408
1912,"Canadá","CAN",69.9338756834531
1913,"Canadá","CAN",70.122887343019
1914,"Canadá","CAN",70.5336151283471
1915,"Canadá","CAN",73.623634357583
1916,"Canadá","CAN",72.4493080635465
1917,"Canadá","CAN",78.3390203169699
1918,"Canadá","CAN",67.6037940936965
1919,"Canadá","CAN",61.3027244053597
1920,"Canadá","CAN",60.6130619679959
1921,"Canadá","CAN",55.3081767456786
1922,"Canadá","CAN",60.4013184457952
1923,"Canadá","CAN",57.2474112673694
1924,"Canadá","CAN",56.9710031113515
1925,"Canadá","CAN",62.0461116467898
1926,"Canadá","CAN",61.5396884323947
1927,"Canadá","CAN",66.9938729795893
1928,"Canadá","CAN",71.99327878144
1929,"Canadá","CAN",67.5409155540034
1930,"Canadá","CAN",71.7065250415322
1931,"Canadá","CAN",64.2636544594612
1932,"Canadá","CAN",69.8287326987584
1933,"Canadá","CAN",66.7476409167964
1934,"Canadá","CAN",67.8774391997372
1935,"Canadá","CAN",65.0563472072666
1936,"Canadá","CAN",62.2065889136916
1937,"Canadá","CAN",63.1247236772194
1938,"Canadá","CAN",68.8381916399473
1939,"Canadá","CAN",68.0305715791416
1940,"Canadá","CAN",71.2780688837819
1941,"Canadá","CAN",71.1629466983586
1942,"Canadá","CAN",75.3873885216355
1943,"Canadá","CAN",72.1298640372362
1944,"Canadá","CAN",69.7909975085655
1945,"Canadá","CAN",69.0029693800444
1946,"Canadá","CAN",74.5355033790028
1947,"Canadá","CAN",78.9432466537871
1948,"Canadá","CAN",76.4274643240988
1949,"Canadá","CAN",79.3143632535851
1950,"Canadá","CAN",76.259842519685
1951,"Canadá","CAN",74.462015503876
1952,"Canadá","CAN",75.9304305521771
1953,"Canadá","CAN",75.2261039191346
1954,"Canadá","CAN",74.3217054263566
1955,"Canadá","CAN",75.2561888313184
1956,"Canadá","CAN",79.2722883255734
1957,"Canadá","CAN",78.8176490865219
1958,"Canadá","CAN",80.2726307093119
1959,"Canadá","CAN",77.2569832402235
1960,"Canadá","CAN",77.2664340698898
1961,"Canadá","CAN",77.4690508940853
1962,"Canadá","CAN",77.9247470489039
1963,"Canadá","CAN",78.1387721635749
1964,"Canadá","CAN",78.2809430255403
1965,"Canadá","CAN",78.0458158017765
1966,"Canadá","CAN",77.4468462870079
1967,"Canadá","CAN",77.3049645390071
1968,"Canadá","CAN",77.231860200076
1969,"Canadá","CAN",78.4790245918578
1970,"Canadá","CAN",80.1694632273145
1971,"Canadá","CAN",82.0857587931459
1972,"Canadá","CAN",81.9902415991186
1973,"Canadá","CAN",82.9185775505601
1974,"Canadá","CAN",86.1409115118314
1975,"Canadá","CAN",87.9141624287255
1976,"Canadá","CAN",87.7891935841526
1977,"Canadá","CAN",86.6576193707368
1978,"Canadá","CAN",85.3445332240661
1979,"Canadá","CAN",86.0629737219941
1980,"Canadá","CAN",87.0757488771065
1981,"Canadá","CAN",87.3569337237157
1982,"Canadá","CAN",86.1040739472783
1983,"Canadá","CAN",84.9691624113005
1984,"Canadá","CAN",83.6637984786133
1985,"Canadá","CAN",84.8650940253763
1986,"Canadá","CAN",84.1122599704579
1987,"Canadá","CAN",84.2096170457817
1988,"Canadá","CAN",84.4184814432702
1989,"Canadá","CAN",82.8653825225813
1990,"Canadá","CAN",81.3422746200854
1991,"Canadá","CAN",79.9466068352538
1992,"Canadá","CAN",78.2517678030799
1993,"Canadá","CAN",78.5391118909358
1994,"Canadá","CAN",79.2269462541854
1995,"Canadá","CAN",79.5385190436329
1996,"Canadá","CAN",78.1788940449425
1997,"Canadá","CAN",78.3978861955724
1998,"Canadá","CAN",78.4387809564834
1999,"Canadá","CAN",79.2934336529324
2000,"Canadá","CAN",80.5086159234305
2001,"Canadá","CAN",81.3182756209958
2002,"Canadá","CAN",82.4012073786981
2003,"Canadá","CAN",81.7676317260364
2004,"Canadá","CAN",81.4381465379502
2005,"Canadá","CAN",81.5330052515215
2006,"Canadá","CAN",81.6939268178693
2007,"Canadá","CAN",82.1324798364089
2008,"Canadá","CAN",83.3332742710483
2009,"Canadá","CAN",83.1995479647744
2010,"Canadá","CAN",83.6452322218348
2011,"Canadá","CAN",84.9461499748364
2012,"Canadá","CAN",84.2262967813629
2013,"Canadá","CAN",84.5290289601479
2014,"Canadá","CAN",84.405001548467
2015,"Canadá","CAN",82.9400467760643
2016,"Canadá","CAN",82.5143827218712
2017,"Canadá","CAN",82.5652343704295
2018,"Canadá","CAN",81.0860301605289
2019,"Canadá","CAN",79.9799511710935
2020,"Canadá","CAN",77.8199354738238
2021,"Canadá","CAN",76.9179664256679
2022,"Canadá","CAN",76.9498045508284
1900,"Suiza","CHE",82.260897590096
1901,"Suiza","CHE",72.9603976791975
1902,"Suiza","CHE",76.1858678086642
1903,"Suiza","CHE",72.3855058686297
1904,"Suiza","CHE",79.4072735625467
1905,"Suiza","CHE",78.7667820617394
1906,"Suiza","CHE",75.991695229401
1907,"Suiza","CHE",75.0208174136
1908,"Suiza","CHE",83.6422639558136
1909,"Suiza","CHE",80.2027362190994
1910,"Suiza","CHE",83.5169969631006
1911,"Suiza","CHE",82.621538021274
1912,"Suiza","CHE",83.3130297393809
1913,"Suiza","CHE",80.8476935638265
1914,"Suiza","CHE",83.4979654659522
1915,"Suiza","CHE",81.395842562757
1916,"Suiza","CHE",79.0370419220206
1917,"Suiza","CHE",80.2624762170706
1918,"Suiza","CHE",67.9533930039584
1919,"Suiza","CHE",64.5685153466871
1920,"Suiza","CHE",72.5304098251885
1921,"Suiza","CHE",62.0073958625727
1922,"Suiza","CHE",71.7498283428989
1923,"Suiza","CHE",69.280727600052
1924,"Suiza","CHE",73.6562600426182
1925,"Suiza","CHE",75.2059033638132
1926,"Suiza","CHE",74.3175107349443
1927,"Suiza","CHE",80.294976672259
1928,"Suiza","CHE",84.3485783382873
1929,"Suiza","CHE",82.9834552824916
1930,"Suiza","CHE",93.2149674897566
1931,"Suiza","CHE",101.253874379786
1932,"Suiza","CHE",116.370596887781
1933,"Suiza","CHE",124.364181701308
1934,"Suiza","CHE",115.348684707491
1935,"Suiza","CHE",97.9130848668415
1936,"Suiza","CHE",88.0188814002847
1937,"Suiza","CHE",88.881844047948
1938,"Suiza","CHE",91.2829953624722
1939,"Suiza","CHE",88.047241695543
1940,"Suiza","CHE",81.6517731472499
1941,"Suiza","CHE",68.0076421765175
1942,"Suiza","CHE",58.7750408609824
1943,"Suiza","CHE",53.8495687250033
1944,"Suiza","CHE",52.3005335671958
1945,"Suiza","CHE",53.6445910685899
1946,"Suiza","CHE",73.3082995942672
1947,"Suiza","CHE",77.0074011920088
1948,"Suiza","CHE",75.9411347558721
1949,"Suiza","CHE",77.0852776819305
1950,"Suiza","CHE",75.7285928513304
1951,"Suiza","CHE",73.6613537614261
1952,"Suiza","CHE",73.0741196306314
1953,"Suiza","CHE",73.7186597471733
1954,"Suiza","CHE",79.7686911358417
1955,"Suiza","CHE",80.5957849314982
1956,"Suiza","CHE",83.3882863714747
1957,"Suiza","CHE",84.2677836401698
1958,"Suiza","CHE",86.4183775333929
1959,"Suiza","CHE",86.4222987527495
1960,"Suiza","CHE",90.5928969634171
1961,"Suiza","CHE",95.2273053477622
1962,"Suiza","CHE",93.770955364659
1963,"Suiza","CHE",94.4851845523718
1964,"Suiza","CHE",94.280188913291
1965,"Suiza","CHE",92.5783660186207
1966,"Suiza","CHE",89.7711314198385
1967,"Suiza","CHE",90.8075148442501
1968,"Suiza","CHE",90.3101868875056
1969,"Suiza","CHE",92.19951612546
1970,"Suiza","CHE",98.0006334711703
1971,"Suiza","CHE",100.381151631959
1972,"Suiza","CHE",99.7753635871719
1973,"Suiza","CHE",97.7509780278051
1974,"Suiza","CHE",97.8401825038731
1975,"Suiza","CHE",94.2671894862419
1976,"Suiza","CHE",91.4809199086549
1977,"Suiza","CHE",90.8202115831694
1978,"Suiza","CHE",89.3218612950682
1979,"Suiza","CHE",88.9548731236973
1980,"Suiza","CHE",92.5525319518027
1981,"Suiza","CHE",92.2597317248668
1982,"Suiza","CHE",94.696845249315
1983,"Suiza","CHE",92.8752871016118
1984,"Suiza","CHE",88.2749800299576
1985,"Suiza","CHE",89.0795876952731
1986,"Suiza","CHE",91.1314453669338
1987,"Suiza","CHE",91.4896952470673
1988,"Suiza","CHE",90.57498722994
1989,"Suiza","CHE",90.6398595342413
1990,"Suiza","CHE",92.6126223568222
1991,"Suiza","CHE",93.5955505614075
1992,"Suiza","CHE",92.2570521338351
1993,"Suiza","CHE",91.6952488645662
1994,"Suiza","CHE",91.2813983716208
1995,"Suiza","CHE",91.4030420354899
1996,"Suiza","CHE",90.863624810627
1997,"Suiza","CHE",91.4741962848273
1998,"Suiza","CHE",92.6119881982687
1999,"Suiza","CHE",92.1836333866984
2000,"Suiza","CHE",94.2567673737632
2001,"Suiza","CHE",96.775425961657
2002,"Suiza","CHE",97.1210594673404
2003,"Suiza","CHE",96.360328760991
2004,"Suiza","CHE",97.4653505324326
2005,"Suiza","CHE",99.2329858108489
2006,"Suiza","CHE",102.719565370481
2007,"Suiza","CHE",107.087762858218
2008,"Suiza","CHE",111.494881527318
2009,"Suiza","CHE",113.866172216477
2010,"Suiza","CHE",116.141831309471
2011,"Suiza","CHE",118.139909411173
2012,"Suiza","CHE",116.430527443743
2013,"Suiza","CHE",116.068655014451
2014,"Suiza","CHE",115.138200681325
2015,"Suiza","CHE",112.770245859558
2016,"Suiza","CHE",112.537960954447
2017,"Suiza","CHE",111.412567386816
2018,"Suiza","CHE",110.911753988718
2019,"Suiza","CHE",109.404403007398
2020,"Suiza","CHE",110.079025290682
2021,"Suiza","CHE",109.042615150388
2022,"Suiza","CHE",109.218772581411
1900,"Chile","CHL",42.1271540337957
1901,"Chile","CHL",38.9493561680547
1902,"Chile","CHL",41.5005225565243
1903,"Chile","CHL",37.8130903751873
1904,"Chile","CHL",42.0953808612768
1905,"Chile","CHL",38.0426893791389
1906,"Chile","CHL",36.7530916083433
1907,"Chile","CHL",38.289363877995
1908,"Chile","CHL",44.7862156393339
1909,"Chile","CHL",41.2528194856991
1910,"Chile","CHL",46.5404287869141
1911,"Chile","CHL",46.0255850584852
1912,"Chile","CHL",48.1728832642505
1913,"Chile","CHL",47.8434372447573
1914,"Chile","CHL",44.7541064818424
1915,"Chile","CHL",41.6076653039075
1916,"Chile","CHL",44.9995702258053
1917,"Chile","CHL",47.3023145021192
1918,"Chile","CHL",43.9486736006769
1919,"Chile","CHL",36.8715886877694
1920,"Chile","CHL",41.8401506727408
1921,"Chile","CHL",38.5224396806474
1922,"Chile","CHL",38.1029818974963
1923,"Chile","CHL",40.7722963807046
1924,"Chile","CHL",42.9506899935556
1925,"Chile","CHL",43.9739932645577
1926,"Chile","CHL",40.3682498617634
1927,"Chile","CHL",39.4020397125619
1928,"Chile","CHL",48.9823266236168
1929,"Chile","CHL",47.5061753073056
1930,"Chile","CHL",45.5914742603353
1931,"Chile","CHL",39.3113925117105
1932,"Chile","CHL",35.2007452941451
1933,"Chile","CHL",44.9540143032333
1934,"Chile","CHL",49.2552758700795
1935,"Chile","CHL",46.5972026440108
1936,"Chile","CHL",43.3761794311473
1937,"Chile","CHL",45.0018191376306
1938,"Chile","CHL",48.1658337861624
1939,"Chile","CHL",45.7058024319864
1940,"Chile","CHL",43.1233566216359
1941,"Chile","CHL",37.5625258311398
1942,"Chile","CHL",34.707788774323
1943,"Chile","CHL",32.4543890273787
1944,"Chile","CHL",30.6423892466384
1945,"Chile","CHL",33.7003948080375
1946,"Chile","CHL",39.925878801316
1947,"Chile","CHL",36.2434608243223
1948,"Chile","CHL",40.3074958370325
1949,"Chile","CHL",40.2206939767292
1950,"Chile","CHL",38.5826771653543
1951,"Chile","CHL",37.215503875969
1952,"Chile","CHL",38.0199464850401
1953,"Chile","CHL",38.9076077318674
1954,"Chile","CHL",37.7725290697674
1955,"Chile","CHL",36.5054691997697
1956,"Chile","CHL",36.1269184342128
1957,"Chile","CHL",38.8256922900149
1958,"Chile","CHL",41.0598371297061
1959,"Chile","CHL",35.804469273743
1960,"Chile","CHL",37.5533034280335
1961,"Chile","CHL",38.0907840440165
1962,"Chile","CHL",37.2628583473862
1963,"Chile","CHL",37.5935225991596
1964,"Chile","CHL",35.9528487229862
1965,"Chile","CHL",33.69798971482
1966,"Chile","CHL",34.8173465311376
1967,"Chile","CHL",34.7298835478504
1968,"Chile","CHL",33.9918112363345
1969,"Chile","CHL",33.8375697458153
1970,"Chile","CHL",34.2056932966024
1971,"Chile","CHL",35.9637615807166
1972,"Chile","CHL",33.5248288345007
1973,"Chile","CHL",29.7383655364258
1974,"Chile","CHL",29.890435973522
1975,"Chile","CHL",25.9323470488519
1976,"Chile","CHL",25.3825116416587
1977,"Chile","CHL",26.5633370236777
1978,"Chile","CHL",27.0982722119784
1979,"Chile","CHL",28.2981067815286
1980,"Chile","CHL",30.4751612576407
1981,"Chile","CHL",31.3647857332978
1982,"Chile","CHL",27.4426566244437
1983,"Chile","CHL",25.4227733934611
1984,"Chile","CHL",24.9158249158249
1985,"Chile","CHL",24.298216394634
1986,"Chile","CHL",24.5937961595273
1987,"Chile","CHL",25.1108551684423
1988,"Chile","CHL",25.6503917686752
1989,"Chile","CHL",27.2200457068234
1990,"Chile","CHL",27.5890973987345
1991,"Chile","CHL",29.4715446717312
1992,"Chile","CHL",31.6144096973696
1993,"Chile","CHL",32.5646867687221
1994,"Chile","CHL",32.7066239668084
1995,"Chile","CHL",34.8202976106281
1996,"Chile","CHL",35.71476676519
1997,"Chile","CHL",36.1430154778609
1998,"Chile","CHL",35.4273595391311
1999,"Chile","CHL",33.3059672122958
2000,"Chile","CHL",33.1505629664231
2001,"Chile","CHL",33.6719249553269
2002,"Chile","CHL",33.5229446756824
2003,"Chile","CHL",33.5238546031447
2004,"Chile","CHL",33.9823663521242
2005,"Chile","CHL",34.5132783838154
2006,"Chile","CHL",35.4938657454593
2007,"Chile","CHL",36.3207604031506
2008,"Chile","CHL",37.401790591495
2009,"Chile","CHL",37.5301969614139
2010,"Chile","CHL",38.3824457960673
2011,"Chile","CHL",39.6678409662808
2012,"Chile","CHL",40.7409612255427
2013,"Chile","CHL",41.5527986945324
2014,"Chile","CHL",41.2956797770208
2015,"Chile","CHL",41.050750128349
2016,"Chile","CHL",40.9242667169669
2017,"Chile","CHL",40.0875502409554
2018,"Chile","CHL",39.9473560134745
2019,"Chile","CHL",38.7887598713682
2020,"Chile","CHL",37.0691543481892
2021,"Chile","CHL",38.7814608366836
2022,"Chile","CHL",38.771701914761
1900,"Colombia","COL",13.5488690912001
1901,"Colombia","COL",12.337003329577
1902,"Colombia","COL",12.4133083562523
1903,"Colombia","COL",11.9780596840655
1904,"Colombia","COL",12.3042709070801
1905,"Colombia","COL",11.6430363460074
1906,"Colombia","COL",10.721321706905
1907,"Colombia","COL",11.2456163200726
1908,"Colombia","COL",12.92338560737
1909,"Colombia","COL",12.2166315993028
1910,"Colombia","COL",12.8881187409916
1911,"Colombia","COL",13.1266899586575
1912,"Colombia","COL",13.2009336785306
1913,"Colombia","COL",13.3261186866601
1914,"Colombia","COL",15.0829364021341
1915,"Colombia","COL",15.3532612333065
1916,"Colombia","COL",14.2042121669281
1917,"Colombia","COL",15.1703159688683
1918,"Colombia","COL",14.6591077742371
1919,"Colombia","COL",15.5888445295553
1920,"Colombia","COL",16.8128854045124
1921,"Colombia","COL",18.2844635886947
1922,"Colombia","COL",18.4920344762102
1923,"Colombia","COL",17.4325502912627
1924,"Colombia","COL",17.9747604074307
1925,"Colombia","COL",17.937586483605
1926,"Colombia","COL",18.3382776913498
1927,"Colombia","COL",19.6836774092244
1928,"Colombia","COL",20.7404217741291
1929,"Colombia","COL",20.0682011907424
1930,"Colombia","COL",21.9729213518843
1931,"Colombia","COL",23.240444138583
1932,"Colombia","COL",28.7452865808799
1933,"Colombia","COL",31.2367031393943
1934,"Colombia","COL",28.0601618449364
1935,"Colombia","COL",27.6112442180095
1936,"Colombia","COL",26.3057981715946
1937,"Colombia","COL",24.7098322276465
1938,"Colombia","COL",27.9114831683916
1939,"Colombia","COL",27.1853744586649
1940,"Colombia","COL",25.1643153088588
1941,"Colombia","COL",22.0756388306365
1942,"Colombia","COL",19.6370360823529
1943,"Colombia","COL",17.7941514805517
1944,"Colombia","COL",17.4712797201989
1945,"Colombia","COL",18.370447520967
1946,"Colombia","COL",21.6900473717862
1947,"Colombia","COL",22.7438721772063
1948,"Colombia","COL",22.1796424306149
1949,"Colombia","COL",23.6604747929656
1950,"Colombia","COL",22.5196850393701
1951,"Colombia","COL",21.2527131782946
1952,"Colombia","COL",21.4607151544636
1953,"Colombia","COL",21.4517940533191
1954,"Colombia","COL",22.765261627907
1955,"Colombia","COL",21.7789291882556
1956,"Colombia","COL",21.9060757601885
1957,"Colombia","COL",21.9809261174308
1958,"Colombia","COL",22.4123687005783
1959,"Colombia","COL",22.0223463687151
1960,"Colombia","COL",22.0413136179875
1961,"Colombia","COL",22.2778541953232
1962,"Colombia","COL",21.7906829679595
1963,"Colombia","COL",21.2155375627754
1964,"Colombia","COL",20.943025540275
1965,"Colombia","COL",20.0374006545115
1966,"Colombia","COL",19.454924763638
1967,"Colombia","COL",19.429121793188
1968,"Colombia","COL",19.3364568823604
1969,"Colombia","COL",19.6073568919198
1970,"Colombia","COL",20.5860255447032
1971,"Colombia","COL",20.8698860375502
1972,"Colombia","COL",21.0435193200598
1973,"Colombia","COL",20.9645891286369
1974,"Colombia","COL",21.9394354409191
1975,"Colombia","COL",22.2376329172446
1976,"Colombia","COL",21.8715352206371
1977,"Colombia","COL",21.5920859969287
1978,"Colombia","COL",22.0002731680667
1979,"Colombia","COL",22.2311262479549
1980,"Colombia","COL",22.9171591638243
1981,"Colombia","COL",22.5645461804631
1982,"Colombia","COL",22.9305032523109
1983,"Colombia","COL",22.0671132037934
1984,"Colombia","COL",21.0157126823793
1985,"Colombia","COL",20.6189625412591
1986,"Colombia","COL",20.8892171344165
1987,"Colombia","COL",21.0077742585661
1988,"Colombia","COL",20.7511920363606
1989,"Colombia","COL",20.4946131243879
1990,"Colombia","COL",20.8020117895192
1991,"Colombia","COL",21.1524544383241
1992,"Colombia","COL",21.1816384263831
1993,"Colombia","COL",21.6645602301109
1994,"Colombia","COL",21.7687435096093
1995,"Colombia","COL",22.1775694953304
1996,"Colombia","COL",21.7025146267272
1997,"Colombia","COL",21.4570949002188
1998,"Colombia","COL",20.5774177955329
1999,"Colombia","COL",18.8042182517389
2000,"Colombia","COL",18.5169871841836
2001,"Colombia","COL",18.5884995679349
2002,"Colombia","COL",18.6540596420491
2003,"Colombia","COL",18.7777648175137
2004,"Colombia","COL",18.9951804292798
2005,"Colombia","COL",19.1818919946278
2006,"Colombia","COL",19.8845532805691
2007,"Colombia","COL",20.8289616396468
2008,"Colombia","COL",21.5744936219364
2009,"Colombia","COL",22.4838859067718
2010,"Colombia","COL",22.7164339612234
2011,"Colombia","COL",23.730246602919
2012,"Colombia","COL",24.0564352899155
2013,"Colombia","COL",24.7095137919509
2014,"Colombia","COL",25.1083926912357
2015,"Colombia","COL",25.1335779886292
2016,"Colombia","COL",25.1362821842875
2017,"Colombia","COL",24.733538037997
2018,"Colombia","COL",24.4783831060456
2019,"Colombia","COL",24.2357923609094
2020,"Colombia","COL",22.8567637475076
2021,"Colombia","COL",23.708204197181
2022,"Colombia","COL",24.7347180314609
1900,"Alemania","DEU",59.1969872689899
1901,"Alemania","DEU",52.1757183328508
1902,"Alemania","DEU",53.096256800259
1903,"Alemania","DEU",53.6272606770254
1904,"Alemania","DEU",56.7196878399545
1905,"Alemania","DEU",54.2464631262188
1906,"Alemania","DEU",50.3401123883089
1907,"Alemania","DEU",51.9770577367428
1908,"Alemania","DEU",57.7875871943346
1909,"Alemania","DEU",53.2755362977113
1910,"Alemania","DEU",55.381553720348
1911,"Alemania","DEU",55.7935679619933
1912,"Alemania","DEU",56.3019320214929
1913,"Alemania","DEU",57.5288642634954
1914,"Alemania","DEU",53.6037885545231
1915,"Alemania","DEU",50.4246056567943
1916,"Alemania","DEU",45.7626064165906
1917,"Alemania","DEU",48.162170467966
1918,"Alemania","DEU",45.4098094244282
1919,"Alemania","DEU",39.4458054946757
1920,"Alemania","DEU",43.8986703268375
1921,"Alemania","DEU",50.7086367247802
1922,"Alemania","DEU",53.0484619495819
1923,"Alemania","DEU",39.5890507391733
1924,"Alemania","DEU",45.8266516587445
1925,"Alemania","DEU",50.4943059513482
1926,"Alemania","DEU",49.3313406434905
1927,"Alemania","DEU",54.4726262047346
1928,"Alemania","DEU",56.9291829665462
1929,"Alemania","DEU",54.0143289239782
1930,"Alemania","DEU",59.2146854985035
1931,"Alemania","DEU",58.6146556892077
1932,"Alemania","DEU",63.946031875025
1933,"Alemania","DEU",70.4254707215939
1934,"Alemania","DEU",70.9580572970225
1935,"Alemania","DEU",67.8350320911591
1936,"Alemania","DEU",67.1365604415336
1937,"Alemania","DEU",66.1171720086219
1938,"Alemania","DEU",75.6213090607205
1939,"Alemania","DEU",77.1341362233504
1940,"Alemania","DEU",71.7362076927813
1941,"Alemania","DEU",67.163950626766
1942,"Alemania","DEU",61.52713805392
1943,"Alemania","DEU",58.4976499477939
1944,"Alemania","DEU",57.0493167429255
1945,"Alemania","DEU",43.6654674309076
1946,"Alemania","DEU",23.8421858201843
1947,"Alemania","DEU",27.1319372239914
1948,"Alemania","DEU",30.6565008748738
1949,"Alemania","DEU",36.8466637814834
1950,"Alemania","DEU",40.5905511811024
1951,"Alemania","DEU",41.5751937984496
1952,"Alemania","DEU",44.1315981513014
1953,"Alemania","DEU",46.2138677070403
1954,"Alemania","DEU",50.6540697674419
1955,"Alemania","DEU",53.1951640759931
1956,"Alemania","DEU",56.595964821521
1957,"Alemania","DEU",59.4507641043318
1958,"Alemania","DEU",63.3718871710138
1959,"Alemania","DEU",63.9106145251397
1960,"Alemania","DEU",68.0179431799302
1961,"Alemania","DEU",69.7386519944979
1962,"Alemania","DEU",69.0661888701518
1963,"Alemania","DEU",68.4995387926617
1964,"Alemania","DEU",69.0667976424361
1965,"Alemania","DEU",68.4525479195886
1966,"Alemania","DEU",66.4210573039194
1967,"Alemania","DEU",65.5765694772787
1968,"Alemania","DEU",66.3669748005572
1969,"Alemania","DEU",68.7786732796032
1970,"Alemania","DEU",72.1136989732031
1971,"Alemania","DEU",72.3825530868246
1972,"Alemania","DEU",72.01148973007
1973,"Alemania","DEU",71.7013758364033
1974,"Alemania","DEU",73.1492048999467
1975,"Alemania","DEU",73.9443673909693
1976,"Alemania","DEU",74.7209697686451
1977,"Alemania","DEU",74.4151994571622
1978,"Alemania","DEU",73.2329440688383
1979,"Alemania","DEU",74.4766102374036
1980,"Alemania","DEU",75.9751443720239
1981,"Alemania","DEU",75.0365983497471
1982,"Alemania","DEU",76.6175967134543
1983,"Alemania","DEU",75.7344651502089
1984,"Alemania","DEU",73.4630253148772
1985,"Alemania","DEU",73.0793689246889
1986,"Alemania","DEU",72.8419497784343
1987,"Alemania","DEU",72.0616181975238
1988,"Alemania","DEU",71.8261160527563
1989,"Alemania","DEU",71.8059636521928
1990,"Alemania","DEU",68.6577253799146
1991,"Alemania","DEU",73.4148513777193
1992,"Alemania","DEU",73.536078576467
1993,"Alemania","DEU",72.1652349056117
1994,"Alemania","DEU",72.5123118540236
1995,"Alemania","DEU",73.2888748829237
1996,"Alemania","DEU",72.6255503187534
1997,"Alemania","DEU",72.3514199888182
1998,"Alemania","DEU",72.2720945392223
1999,"Alemania","DEU",71.9842806075027
2000,"Alemania","DEU",72.7170415303786
2001,"Alemania","DEU",74.6769274965868
2002,"Alemania","DEU",74.7648574302481
2003,"Alemania","DEU",73.6172951089427
2004,"Alemania","DEU",73.2660811365677
2005,"Alemania","DEU",72.9146086802476
2006,"Alemania","DEU",75.2906362518425
2007,"Alemania","DEU",78.0959610873189
2008,"Alemania","DEU",80.9842461609894
2009,"Alemania","DEU",80.4139933021529
2010,"Alemania","DEU",83.4425721590819
2011,"Alemania","DEU",86.9431303472572
2012,"Alemania","DEU",85.9626145969758
2013,"Alemania","DEU",85.3528104909266
2014,"Alemania","DEU",85.0147104366677
2015,"Alemania","DEU",84.2216348804929
