"anio","pais","iso3","pbi_per_capita_ppa_porcentaje_argentina"
1950,"Dinamarca","DNK",139.225059755944
1951,"Dinamarca","DNK",136.730150878061
1952,"Dinamarca","DNK",147.439819124884
1953,"Dinamarca","DNK",149.607414081606
1954,"Dinamarca","DNK",148.00957420005
1955,"Dinamarca","DNK",141.207474844274
1956,"Dinamarca","DNK",140.764482431149
1957,"Dinamarca","DNK",145.847214244687
1958,"Dinamarca","DNK",142.056589232632
1959,"Dinamarca","DNK",164.79530763706
1960,"Dinamarca","DNK",158.514840311477
1961,"Dinamarca","DNK",158.850599315069
1962,"Dinamarca","DNK",171.698530224334
1963,"Dinamarca","DNK",178.412880966072
1964,"Dinamarca","DNK",178.191827228457
1965,"Dinamarca","DNK",171.925160019695
1966,"Dinamarca","DNK",176.548233425963
1967,"Dinamarca","DNK",178.725490196078
1968,"Dinamarca","DNK",179.952312827849
1969,"Dinamarca","DNK",178.069002407061
1970,"Dinamarca","DNK",173.734856946473
1971,"Dinamarca","DNK",171.765391985337
1972,"Dinamarca","DNK",177.313064913722
1973,"Dinamarca","DNK",175.147742494681
1974,"Dinamarca","DNK",165.003011141223
1975,"Dinamarca","DNK",167.712034605283
1976,"Dinamarca","DNK",181.624133585381
1977,"Dinamarca","DNK",176.488365064974
1978,"Dinamarca","DNK",189.906782385085
1979,"Dinamarca","DNK",186.129327436328
1980,"Dinamarca","DNK",185.565749235474
1981,"Dinamarca","DNK",198.457731958763
1982,"Dinamarca","DNK",214.779220779221
1983,"Dinamarca","DNK",216.135881104034
1984,"Dinamarca","DNK",224.558587479936
1985,"Dinamarca","DNK",254.336851766866
1986,"Dinamarca","DNK",249.075119409466
1987,"Dinamarca","DNK",246.952634745981
1988,"Dinamarca","DNK",258.351120597652
1989,"Dinamarca","DNK",280.073126142596
1990,"Dinamarca","DNK",286.83440608543
1991,"Dinamarca","DNK",266.531437680184
1992,"Dinamarca","DNK",249.232615928785
1993,"Dinamarca","DNK",237.100834206457
1994,"Dinamarca","DNK",238.437782984328
1995,"Dinamarca","DNK",254.898734915366
1996,"Dinamarca","DNK",250.272510687247
1997,"Dinamarca","DNK",241.118773575981
1998,"Dinamarca","DNK",239.439802208261
1999,"Dinamarca","DNK",257.400575522033
2000,"Dinamarca","DNK",271.56610103729
2001,"Dinamarca","DNK",288.792265811067
2002,"Dinamarca","DNK",328.318438231955
2003,"Dinamarca","DNK",305.481489532637
2004,"Dinamarca","DNK",290.332856069096
2005,"Dinamarca","DNK",275.444456682357
2006,"Dinamarca","DNK",266.975247683763
2007,"Dinamarca","DNK",248.611722888604
2008,"Dinamarca","DNK",238.907517330872
2009,"Dinamarca","DNK",242.888984840517
2010,"Dinamarca","DNK",226.1981871056
2011,"Dinamarca","DNK",217.842323651452
2012,"Dinamarca","DNK",222.00112250625
2013,"Dinamarca","DNK",220.062396215971
2014,"Dinamarca","DNK",230.626075170724
2015,"Dinamarca","DNK",228.873961644959
2016,"Dinamarca","DNK",237.541721854305
2017,"Dinamarca","DNK",236.736515723375
2018,"Dinamarca","DNK",249.576353637482
2019,"Dinamarca","DNK",259.934322437204
2020,"Dinamarca","DNK",283.50803005032
2021,"Dinamarca","DNK",275.508178809777
2022,"Dinamarca","DNK",270.814844349902
1900,"Ecuador","ECU",23.9581060440759
1901,"Ecuador","ECU",24.4173382705293
1902,"Ecuador","ECU",26.3911336873701
1903,"Ecuador","ECU",24.4286013839379
1904,"Ecuador","ECU",23.3779001179709
1905,"Ecuador","ECU",21.8755635707845
1906,"Ecuador","ECU",22.0577746077033
1907,"Ecuador","ECU",22.8690605730867
1908,"Ecuador","ECU",22.2851260936696
1909,"Ecuador","ECU",22.6763907734057
1910,"Ecuador","ECU",22.6362442547603
1911,"Ecuador","ECU",23.7816111204153
1912,"Ecuador","ECU",23.493491884943
1913,"Ecuador","ECU",24.8843357567746
1914,"Ecuador","ECU",29.2038761162835
1915,"Ecuador","ECU",30.3036163217946
1916,"Ecuador","ECU",32.1290846356809
1917,"Ecuador","ECU",35.9568248257252
1918,"Ecuador","ECU",31.1956731697895
1919,"Ecuador","ECU",31.2464428002277
1920,"Ecuador","ECU",30.3468208092486
1921,"Ecuador","ECU",30.6524489427074
1922,"Ecuador","ECU",29.5721187025535
1923,"Ecuador","ECU",27.8609367455336
1924,"Ecuador","ECU",27.0575495049505
1925,"Ecuador","ECU",28.2535617096206
1926,"Ecuador","ECU",28.023876845743
1927,"Ecuador","ECU",27.7132075471698
1928,"Ecuador","ECU",27.6608187134503
1929,"Ecuador","ECU",27.9844849877891
1930,"Ecuador","ECU",30.2783330770414
1931,"Ecuador","ECU",32.6009802264661
1932,"Ecuador","ECU",33.6658354114713
1933,"Ecuador","ECU",32.7442827442827
1934,"Ecuador","ECU",30.8370044052863
1935,"Ecuador","ECU",30.0190597204574
1936,"Ecuador","ECU",30.5965362411802
1937,"Ecuador","ECU",29.3079847908745
1938,"Ecuador","ECU",30.0107841626868
1939,"Ecuador","ECU",29.7489413188143
1940,"Ecuador","ECU",30.9060756821951
1941,"Ecuador","ECU",29.3834717971141
1942,"Ecuador","ECU",30.1068970566701
1943,"Ecuador","ECU",33.8883888388839
1944,"Ecuador","ECU",30.5521304288259
1945,"Ecuador","ECU",31.4273368860723
1946,"Ecuador","ECU",32.0199031737493
1947,"Ecuador","ECU",31.6937869822485
1948,"Ecuador","ECU",33.9703774486383
1949,"Ecuador","ECU",34.9906774394034
1950,"Ecuador","ECU",37.3631903384073
1951,"Ecuador","ECU",36.1736334405145
1952,"Ecuador","ECU",42.5854501928448
1953,"Ecuador","ECU",40.9962672158579
1954,"Ecuador","ECU",42.2272612748803
1955,"Ecuador","ECU",40.1173933876378
1956,"Ecuador","ECU",40.1353276353276
1957,"Ecuador","ECU",39.4830557151063
1958,"Ecuador","ECU",37.8839590443686
1959,"Ecuador","ECU",42.1833852046924
1960,"Ecuador","ECU",41.1804536734003
1961,"Ecuador","ECU",38.8805650684931
1962,"Ecuador","ECU",41.0653110840977
1963,"Ecuador","ECU",42.5301897642323
1964,"Ecuador","ECU",40.683887359729
1965,"Ecuador","ECU",40.2757262432299
1966,"Ecuador","ECU",40.4327113934101
1967,"Ecuador","ECU",40.8137254901961
1968,"Ecuador","ECU",40.6676204101097
1969,"Ecuador","ECU",38.9230632076313
1970,"Ecuador","ECU",38.9638285076037
1971,"Ecuador","ECU",38.8069649254353
1972,"Ecuador","ECU",39.4494658997535
1973,"Ecuador","ECU",41.3206209124576
1974,"Ecuador","ECU",40.5901836796146
1975,"Ecuador","ECU",42.5923065039394
1976,"Ecuador","ECU",46.2901701323251
1977,"Ecuador","ECU",45.8824418253249
1978,"Ecuador","ECU",50.7393121182899
1979,"Ecuador","ECU",49.3518377306695
1980,"Ecuador","ECU",50.3211009174312
1981,"Ecuador","ECU",54.960824742268
1982,"Ecuador","ECU",56.7792207792208
1983,"Ecuador","ECU",53.0955414012739
1984,"Ecuador","ECU",53.5270761172594
1985,"Ecuador","ECU",59.0454336851767
1986,"Ecuador","ECU",56.0312635692575
1987,"Ecuador","ECU",50.6576119659589
1988,"Ecuador","ECU",56.5368196371398
1989,"Ecuador","ECU",59.7228904070047
1990,"Ecuador","ECU",60.6690072166959
1991,"Ecuador","ECU",58.0305217263951
1992,"Ecuador","ECU",54.7438540830714
1993,"Ecuador","ECU",52.3732196336046
1994,"Ecuador","ECU",51.1376923760166
1995,"Ecuador","ECU",53.3786950644249
1996,"Ecuador","ECU",50.9918205385939
1997,"Ecuador","ECU",48.7758852735477
1998,"Ecuador","ECU",48.1179331199624
1999,"Ecuador","ECU",47.2278216168804
2000,"Ecuador","ECU",48.0776011278672
2001,"Ecuador","ECU",52.2355984925151
2002,"Ecuador","ECU",60.8503138640638
2003,"Ecuador","ECU",57.0612861794102
2004,"Ecuador","ECU",56.1150276194083
2005,"Ecuador","ECU",53.8105653080955
2006,"Ecuador","ECU",51.6756523596334
2007,"Ecuador","ECU",48.2540336805325
2008,"Ecuador","ECU",49.1561674493465
2009,"Ecuador","ECU",52.4056967751897
2010,"Ecuador","ECU",49.1423437413999
2011,"Ecuador","ECU",49.917512373144
2012,"Ecuador","ECU",53.0537272309812
2013,"Ecuador","ECU",54.1438132139083
2014,"Ecuador","ECU",57.5301047802742
2015,"Ecuador","ECU",55.9173418110963
2016,"Ecuador","ECU",55.7721854304636
2017,"Ecuador","ECU",55.3998704857825
2018,"Ecuador","ECU",57.3324283767871
2019,"Ecuador","ECU",58.2572504552898
2020,"Ecuador","ECU",59.3851252991757
2021,"Ecuador","ECU",55.6845845590544
2022,"Ecuador","ECU",54.400593781131
1900,"España","ESP",58.3897010691687
1901,"España","ESP",62.8403397952516
1902,"España","ESP",63.264834911106
1903,"España","ESP",56.8882365275739
1904,"España","ESP",52.3004325599685
1905,"España","ESP",47.2858431018936
1906,"España","ESP",49.4828815977175
1907,"España","ESP",51.2876314834966
1908,"España","ESP",50.0428890032596
1909,"España","ESP",50.5088195386703
1910,"España","ESP",46.3394615889691
1911,"España","ESP",50.6950259588009
1912,"España","ESP",46.8423589908404
1913,"España","ESP",50.6774619960344
1914,"España","ESP",56.2796883906517
1915,"España","ESP",57.4937149487527
1916,"España","ESP",62.4314998985184
1917,"España","ESP",67.7760287834495
1918,"España","ESP",57.542978559011
1919,"España","ESP",57.3705179282869
1920,"España","ESP",58.5982658959538
1921,"España","ESP",60.0397614314115
1922,"España","ESP",59.1269841269841
1923,"España","ESP",55.255110252696
1924,"España","ESP",54.424504950495
1925,"España","ESP",59.6286217384344
1926,"España","ESP",57.3358466855168
1927,"España","ESP",59.7584905660377
1928,"España","ESP",57.1198830409357
1929,"España","ESP",59.9482832926304
1930,"España","ESP",60.326003383054
1931,"España","ESP",64.0020280547575
1932,"España","ESP",68.685429283933
1933,"España","ESP",63.9293139293139
1934,"España","ESP",61.7229564366128
1935,"España","ESP",60.4510800508259
1936,"España","ESP",46.119307248236
1937,"España","ESP",40.3650190114068
1938,"España","ESP",40.6100754891388
1939,"España","ESP",43.6327888687235
1940,"España","ESP",47.791346298809
1941,"España","ESP",46.5092552106107
1942,"España","ESP",49.6998096353785
1943,"España","ESP",53.2703270327033
1944,"España","ESP",50.363063433347
1945,"España","ESP",48.3508569782515
1946,"España","ESP",46.705217859064
1947,"España","ESP",43.3062130177515
1948,"España","ESP",41.5432393693263
1949,"España","ESP",42.697327532629
1950,"España","ESP",43.5778085293748
1951,"España","ESP",46.8711352955726
1952,"España","ESP",54.5950259342998
1953,"España","ESP",52.3362080061784
1954,"España","ESP",54.522549760645
1955,"España","ESP",53.2103497843795
1956,"España","ESP",56.6120607787274
1957,"España","ESP",56.2894887995405
1958,"España","ESP",56.9855774523836
1959,"España","ESP",60.8690447689729
1960,"España","ESP",56.8445999322876
1961,"España","ESP",59.7923801369863
1962,"España","ESP",67.2228975577412
1963,"España","ESP",76.3542265669925
1964,"España","ESP",73.5231844166843
1965,"España","ESP",73.067454455933
1966,"España","ESP",78.2155617308456
1967,"España","ESP",80.5392156862745
1968,"España","ESP",82.0791607057701
1969,"España","ESP",82.9722742266203
1970,"España","ESP",81.7166423232236
1971,"España","ESP",82.429392651837
1972,"España","ESP",88.7099424815119
1973,"España","ESP",91.7027814986999
1974,"España","ESP",93.2550436615477
1975,"España","ESP",97.4895720685926
1976,"España","ESP",102.81190926276
1977,"España","ESP",100.800846177093
1978,"España","ESP",109.072645451623
1979,"España","ESP",104.323623608357
1980,"España","ESP",107.094801223242
1981,"España","ESP",114.59793814433
1982,"España","ESP",121.601731601732
1983,"España","ESP",120.908704883227
1984,"España","ESP",120.875221762271
1985,"España","ESP",134.832491968793
1986,"España","ESP",132.323056882327
1987,"España","ESP",139.843548525746
1988,"España","ESP",153.610814656706
1989,"España","ESP",176.647743673626
1990,"España","ESP",187.390286717379
1991,"España","ESP",177.816170361819
1992,"España","ESP",165.721278387172
1993,"España","ESP",155.154778388164
1994,"España","ESP",152.334952539944
1995,"España","ESP",164.466122866174
1996,"España","ESP",161.755011807138
1997,"España","ESP",156.99362169408
1998,"España","ESP",159.91655064803
1999,"España","ESP",175.262955180098
2000,"España","ESP",187.8694947409
2001,"España","ESP",206.22321139948
2002,"España","ESP",237.733466661074
2003,"España","ESP",224.408595621831
2004,"España","ESP",212.13858161999
2005,"España","ESP",201.285751766766
2006,"España","ESP",193.490037456578
2007,"España","ESP",182.961863595458
2008,"España","ESP",177.342261573041
2009,"España","ESP",182.755698162938
2010,"España","ESP",167.47322414807
2011,"España","ESP",157.976303554467
2012,"España","ESP",156.635542629726
2013,"España","ESP",152.367533839883
2014,"España","ESP",160.657874159412
2015,"España","ESP",163.301199876936
2016,"España","ESP",159.523178807947
2017,"España","ESP",160.972192530772
2018,"España","ESP",169.7341546608
2019,"España","ESP",176.972031459866
2020,"España","ESP",175.301526316445
2021,"España","ESP",170.23678175633
2022,"España","ESP",172.241476724774
1900,"Finlandia","FIN",58.018765001091
1901,"Finlandia","FIN",56.8067959050316
1902,"Finlandia","FIN",58.5546063264835
1903,"Finlandia","FIN",56.3430488572028
1904,"Finlandia","FIN",54.2469524184035
1905,"Finlandia","FIN",50.0811541929666
1906,"Finlandia","FIN",50.9985734664765
1907,"Finlandia","FIN",53.0105186797243
1908,"Finlandia","FIN",50.0085778006519
1909,"Finlandia","FIN",50.9328358208955
1910,"Finlandia","FIN",49.8686802363756
1911,"Finlandia","FIN",51.7668732205661
1912,"Finlandia","FIN",51.7917403181745
1913,"Finlandia","FIN",55.601454064772
1914,"Finlandia","FIN",60.6118183545506
1915,"Finlandia","FIN",58.0158576677625
1916,"Finlandia","FIN",61.2340166429876
1917,"Finlandia","FIN",56.6674162356645
1918,"Finlandia","FIN",42.1865945528298
1919,"Finlandia","FIN",50.1422879908936
1920,"Finlandia","FIN",53.143063583815
1921,"Finlandia","FIN",54.2743538767396
1922,"Finlandia","FIN",56.5907522429262
1923,"Finlandia","FIN",56.1081603090295
1924,"Finlandia","FIN",54.842202970297
1925,"Finlandia","FIN",59.4045141668001
1926,"Finlandia","FIN",59.8963242224317
1927,"Finlandia","FIN",61.5245283018868
1928,"Finlandia","FIN",63.0847953216374
1929,"Finlandia","FIN",62.2180721160753
1930,"Finlandia","FIN",65.3544517914809
1931,"Finlandia","FIN",69.5284772688863
1932,"Finlandia","FIN",72.4082650516566
1933,"Finlandia","FIN",74.6188496188496
1934,"Finlandia","FIN",77.7125142763909
1935,"Finlandia","FIN",78.3036848792884
1936,"Finlandia","FIN",83.819756254009
1937,"Finlandia","FIN",83.4220532319392
1938,"Finlandia","FIN",88.1374210445232
1939,"Finlandia","FIN",82.1536600120992
1940,"Finlandia","FIN",77.3857982813207
1941,"Finlandia","FIN",77.1753388718846
1942,"Finlandia","FIN",77.6541221262264
1943,"Finlandia","FIN",88.4038403840384
1944,"Finlandia","FIN",80.4767776407727
1945,"Finlandia","FIN",79.2020740313985
1946,"Finlandia","FIN",78.9537385691232
1947,"Finlandia","FIN",73.0399408284024
1948,"Finlandia","FIN",75.3344481605351
1949,"Finlandia","FIN",82.0882535736482
1950,"Finlandia","FIN",85.2811674424456
1951,"Finlandia","FIN",90.1063566658422
1952,"Finlandia","FIN",99.082324777231
1953,"Finlandia","FIN",95.443429012743
1954,"Finlandia","FIN",100.440917107584
1955,"Finlandia","FIN",99.2333493052228
1956,"Finlandia","FIN",100.189933523267
1957,"Finlandia","FIN",100.528431935669
1958,"Finlandia","FIN",96.0585709567324
1959,"Finlandia","FIN",109.791716542973
1960,"Finlandia","FIN",112.075386525223
1961,"Finlandia","FIN",113.580907534247
1962,"Finlandia","FIN",120.112719637529
1963,"Finlandia","FIN",128.21161587119
1964,"Finlandia","FIN",123.300868092314
1965,"Finlandia","FIN",120.393894633186
1966,"Finlandia","FIN",123.769352917825
1967,"Finlandia","FIN",124.186274509804
1968,"Finlandia","FIN",123.032904148784
1969,"Finlandia","FIN",126.156726397432
1970,"Finlandia","FIN",131.162471002663
1971,"Finlandia","FIN",129.675914354745
1972,"Finlandia","FIN",136.844700082169
1973,"Finlandia","FIN",139.224647387913
1974,"Finlandia","FIN",136.321890996688
1975,"Finlandia","FIN",140.869766723312
1976,"Finlandia","FIN",142.596093257719
1977,"Finlandia","FIN",136.748262314899
1978,"Finlandia","FIN",148.063323690132
1979,"Finlandia","FIN",149.893243861522
1980,"Finlandia","FIN",157.798165137615
1981,"Finlandia","FIN",172.659793814433
1982,"Finlandia","FIN",186.103896103896
1983,"Finlandia","FIN",186.36093418259
1984,"Finlandia","FIN",189.963673228014
1985,"Finlandia","FIN",212.464433226251
1986,"Finlandia","FIN",205.132435953105
1987,"Finlandia","FIN",210.771082265967
1988,"Finlandia","FIN",228.068303094984
1989,"Finlandia","FIN",259.905705763495
1990,"Finlandia","FIN",262.180612443924
1991,"Finlandia","FIN",224.295558567259
1992,"Finlandia","FIN",197.436990250964
1993,"Finlandia","FIN",185.225692552969
1994,"Finlandia","FIN",182.720257277082
1995,"Finlandia","FIN",196.863460643223
1996,"Finlandia","FIN",194.216734484044
1997,"Finlandia","FIN",191.812495177473
1998,"Finlandia","FIN",195.676427413899
1999,"Finlandia","FIN",212.561701466443
2000,"Finlandia","FIN",227.50295195043
2001,"Finlandia","FIN",245.251430465819
2002,"Finlandia","FIN",281.002004223601
2003,"Finlandia","FIN",264.40804853237
2004,"Finlandia","FIN",253.035630787606
2005,"Finlandia","FIN",239.747658265383
2006,"Finlandia","FIN",231.410592314923
2007,"Finlandia","FIN",223.556069162391
2008,"Finlandia","FIN",216.679235703592
2009,"Finlandia","FIN",211.568264821905
2010,"Finlandia","FIN",198.182981177062
2011,"Finlandia","FIN",192.131180322952
2012,"Finlandia","FIN",192.377162100107
2013,"Finlandia","FIN",187.420117747698
2014,"Finlandia","FIN",192.138872960434
2015,"Finlandia","FIN",188.883191467542
2016,"Finlandia","FIN",197.292715231788
2017,"Finlandia","FIN",199.81640109653
2018,"Finlandia","FIN",209.613588050263
2019,"Finlandia","FIN",218.483734171016
2020,"Finlandia","FIN",238.829677112397
2021,"Finlandia","FIN",224.427160464947
2022,"Finlandia","FIN",218.861863450613
1900,"Francia","FRA",100.02181976871
1901,"Francia","FRA",98.1267697669353
1902,"Francia","FRA",102.124220734242
1903,"Francia","FRA",94.6319983224995
1904,"Francia","FRA",89.2253244199764
1905,"Francia","FRA",83.1920649233544
1906,"Francia","FRA",83.6483594864479
1907,"Francia","FRA",88.7558940877766
1908,"Francia","FRA",83.2732887287699
1909,"Francia","FRA",85.6173677069199
1910,"Francia","FRA",77.5771503611294
1911,"Francia","FRA",86.7526377491208
1912,"Francia","FRA",90.0048208259682
1913,"Francia","FRA",91.787838730998
1914,"Francia","FRA",98.0049401482044
1915,"Francia","FRA",100.116031715336
1916,"Francia","FRA",112.035721534402
1917,"Francia","FRA",106.768608050371
1918,"Francia","FRA",73.7685918485609
1919,"Francia","FRA",85.0123316258774
1920,"Francia","FRA",92.9190751445087
1921,"Francia","FRA",88.5776251581421
1922,"Francia","FRA",99.2753623188406
1923,"Francia","FRA",96.314179945276
1924,"Francia","FRA",103.047648514851
1925,"Francia","FRA",106.307027373139
1926,"Francia","FRA",106.393339616714
1927,"Francia","FRA",99.9396226415094
1928,"Francia","FRA",103.260233918129
1929,"Francia","FRA",107.858066369774
1930,"Francia","FRA",111.087190527449
1931,"Francia","FRA",114.094980564475
1932,"Francia","FRA",112.415390096188
1933,"Francia","FRA",117.065142065142
1934,"Francia","FRA",109.022679066732
1935,"Francia","FRA",103.446632782719
1936,"Francia","FRA",108.48300192431
1937,"Francia","FRA",108.77566539924
1938,"Francia","FRA",109.674934524727
1939,"Francia","FRA",115.547489413188
1940,"Francia","FRA",97.1355344489673
1941,"Francia","FRA",76.8692610406646
1942,"Francia","FRA",69.5855908624982
1943,"Francia","FRA",68.3918391839184
1944,"Francia","FRA",52.8976572133169
1945,"Francia","FRA",59.0666858706611
1946,"Francia","FRA",82.638515330823
1947,"Francia","FRA",81.3116370808679
1948,"Francia","FRA",83.6359292881032
1949,"Francia","FRA",97.9987569919204
1950,"Francia","FRA",103.987923009184
1951,"Francia","FRA",107.655206529805
1952,"Francia","FRA",117.954515228089
1953,"Francia","FRA",116.617325267087
1954,"Francia","FRA",118.770471151424
1955,"Francia","FRA",118.363679923335
1956,"Francia","FRA",122.008547008547
1957,"Francia","FRA",123.825387708214
1958,"Francia","FRA",120.301662446328
1959,"Francia","FRA",133.157768733541
1960,"Francia","FRA",133.077530752737
1961,"Francia","FRA",131.656678082192
1962,"Francia","FRA",142.104099900541
1963,"Francia","FRA",153.306497987349
1964,"Francia","FRA",148.814312936693
1965,"Francia","FRA",143.860167405219
1966,"Francia","FRA",150.982532751092
1967,"Francia","FRA",154.823529411765
1968,"Francia","FRA",156.080114449213
1969,"Francia","FRA",154.693768387269
1970,"Francia","FRA",156.259128791133
1971,"Francia","FRA",157.302341081396
1972,"Francia","FRA",160.63270336894
1973,"Francia","FRA",161.066897801592
1974,"Francia","FRA",157.347184582957
1975,"Francia","FRA",159.531901745713
1976,"Francia","FRA",169.068998109641
1977,"Francia","FRA",167.550619522514
1978,"Francia","FRA",182.401157184185
1979,"Francia","FRA",177.870977581211
1980,"Francia","FRA",179.946483180428
1981,"Francia","FRA",195.092783505155
1982,"Francia","FRA",208.831168831169
1983,"Francia","FRA",206.369426751592
1984,"Francia","FRA",207.138633099603
1985,"Francia","FRA",227.214318494722
1986,"Francia","FRA",219.174989144594
1987,"Francia","FRA",221.404624774349
1988,"Francia","FRA",238.020277481323
1989,"Francia","FRA",265.332435292986
1990,"Francia","FRA",274.322215720694
1991,"Francia","FRA",252.087513557062
1992,"Francia","FRA",233.30569039086
1993,"Francia","FRA",219.204845843227
1994,"Francia","FRA",213.00692022268
1995,"Francia","FRA",224.811112176925
1996,"Francia","FRA",216.814823201422
1997,"Francia","FRA",206.089353725437
1998,"Francia","FRA",206.263419264564
1999,"Francia","FRA",221.463733547449
2000,"Francia","FRA",232.513150713995
2001,"Francia","FRA",248.462823355369
2002,"Francia","FRA",282.376320035421
2003,"Francia","FRA",261.999922092816
2004,"Francia","FRA",247.431904902252
2005,"Francia","FRA",231.328866219665
2006,"Francia","FRA",219.315470244689
2007,"Francia","FRA",205.934504937863
2008,"Francia","FRA",198.494538203627
2009,"Francia","FRA",205.06074715142
2010,"Francia","FRA",190.130360343955
2011,"Francia","FRA",183.427485877118
2012,"Francia","FRA",186.596254910965
2013,"Francia","FRA",184.330498666532
2014,"Francia","FRA",190.413386852943
2015,"Francia","FRA",188.83704235463
2016,"Francia","FRA",196.683443708609
2017,"Francia","FRA",197.360479493108
2018,"Francia","FRA",207.561565817074
2019,"Francia","FRA",217.108160393307
2020,"Francia","FRA",224.085277589043
2021,"Francia","FRA",216.835507940582
2022,"Francia","FRA",213.284224932166
1900,"Reino Unido","GBR",165.69932358717
1901,"Reino Unido","GBR",163.711609671096
1902,"Reino Unido","GBR",176.287231586239
1903,"Reino Unido","GBR",156.888236527574
1904,"Reino Unido","GBR",146.578843885175
1905,"Reino Unido","GBR",137.114517583408
1906,"Reino Unido","GBR",138.76604850214
1907,"Reino Unido","GBR",142.455567645992
1908,"Reino Unido","GBR",127.997941327844
1909,"Reino Unido","GBR",128.171641791045
1910,"Reino Unido","GBR",126.690741956664
1911,"Reino Unido","GBR",131.87070842405
1912,"Reino Unido","GBR",127.816165836413
1913,"Reino Unido","GBR",135.690680766689
1914,"Reino Unido","GBR",154.493634809044
1915,"Reino Unido","GBR",167.066331463933
1916,"Reino Unido","GBR",176.618632027603
1917,"Reino Unido","GBR",194.850460984934
1918,"Reino Unido","GBR",166.698860343828
1919,"Reino Unido","GBR",144.280022766079
1920,"Reino Unido","GBR",126.752167630058
1921,"Reino Unido","GBR",122.754382794144
1922,"Reino Unido","GBR",127.518978605935
1923,"Reino Unido","GBR",122.114920328344
1924,"Reino Unido","GBR",121.34900990099
1925,"Reino Unido","GBR",131.246998559308
1926,"Reino Unido","GBR",123.594093622369
1927,"Reino Unido","GBR",127.879245283019
1928,"Reino Unido","GBR",124.83918128655
1929,"Reino Unido","GBR",126.016376957334
1930,"Reino Unido","GBR",133.369214208827
1931,"Reino Unido","GBR",138.414737197904
1932,"Reino Unido","GBR",146.170288564304
1933,"Reino Unido","GBR",145.720720720721
1934,"Reino Unido","GBR",145.847609724262
1935,"Reino Unido","GBR",146.823379923761
1936,"Reino Unido","GBR",154.265554842848
1937,"Reino Unido","GBR",150.737642585551
1938,"Reino Unido","GBR",153.874595593899
1939,"Reino Unido","GBR",150.96793708409
1940,"Reino Unido","GBR",164.751997587818
1941,"Reino Unido","GBR",173.823057863285
1942,"Reino Unido","GBR",178.298433152731
1943,"Reino Unido","GBR",185.178517851785
1944,"Reino Unido","GBR",161.707083162077
1945,"Reino Unido","GBR",161.990494022757
1946,"Reino Unido","GBR",144.58041958042
1947,"Reino Unido","GBR",129.770710059172
1948,"Reino Unido","GBR",128.440038222647
1949,"Reino Unido","GBR",137.824735860783
1950,"Reino Unido","GBR",139.149578563341
1951,"Reino Unido","GBR",140.415533020035
1952,"Reino Unido","GBR",150.325841202288
1953,"Reino Unido","GBR",150.714377654782
1954,"Reino Unido","GBR",152.99823633157
1955,"Reino Unido","GBR",150.227599425012
1956,"Reino Unido","GBR",150.035612535613
1957,"Reino Unido","GBR",146.800689259047
1958,"Reino Unido","GBR",139.799625674337
1959,"Reino Unido","GBR",157.218099114197
1960,"Reino Unido","GBR",155.512921792123
1961,"Reino Unido","GBR",151.091609589041
1962,"Reino Unido","GBR",156.1609017571
1963,"Reino Unido","GBR",167.717078780909
1964,"Reino Unido","GBR",161.454583950879
1965,"Reino Unido","GBR",153.077301821763
1966,"Reino Unido","GBR",156.381500595474
1967,"Reino Unido","GBR",157.039215686275
1968,"Reino Unido","GBR",158.254649499285
1969,"Reino Unido","GBR",149.950967281804
1970,"Reino Unido","GBR",147.452530286107
1971,"Reino Unido","GBR",145.297009081063
1972,"Reino Unido","GBR",147.921117502054
1973,"Reino Unido","GBR",151.036167362698
1974,"Reino Unido","GBR",142.299006323397
1975,"Reino Unido","GBR",145.867449405222
1976,"Reino Unido","GBR",152.103024574669
1977,"Reino Unido","GBR",149.138712601995
1978,"Reino Unido","GBR",164.320154291225
1979,"Reino Unido","GBR",160.042702455391
1980,"Reino Unido","GBR",157.584097859327
1981,"Reino Unido","GBR",167.579381443299
1982,"Reino Unido","GBR",178.787878787879
1983,"Reino Unido","GBR",181.452229299363
1984,"Reino Unido","GBR",184.751203852327
1985,"Reino Unido","GBR",207.241854061496
1986,"Reino Unido","GBR",204.064264003474
1987,"Reino Unido","GBR",210.917218258403
1988,"Reino Unido","GBR",228.379580220562
1989,"Reino Unido","GBR",251.746367747522
1990,"Reino Unido","GBR",255.402769650868
1991,"Reino Unido","GBR",229.793728469132
1992,"Reino Unido","GBR",210.238925214358
1993,"Reino Unido","GBR",203.835077823168
1994,"Reino Unido","GBR",200.993148112225
1995,"Reino Unido","GBR",212.90797932378
1996,"Reino Unido","GBR",207.595897723185
1997,"Reino Unido","GBR",198.739845668358
1998,"Reino Unido","GBR",198.060492175476
1999,"Reino Unido","GBR",212.188860855512
2000,"Reino Unido","GBR",222.326979259058
2001,"Reino Unido","GBR",239.235913080206
2002,"Reino Unido","GBR",275.088279821369
2003,"Reino Unido","GBR",261.544536254923
2004,"Reino Unido","GBR",245.824079780142
2005,"Reino Unido","GBR",232.164108296701
2006,"Reino Unido","GBR",219.605996247047
2007,"Reino Unido","GBR",205.772376033809
2008,"Reino Unido","GBR",195.810988816007
2009,"Reino Unido","GBR",198.525051164531
2010,"Reino Unido","GBR",183.111103547349
2011,"Reino Unido","GBR",174.828775683647
2012,"Reino Unido","GBR",179.524465533956
2013,"Reino Unido","GBR",179.228098424999
